hex_code,occurence,R,G,B,percent,Movement
#C5B8A8,10401927,197,184,168,48.43,Realism
#B89F77,8788510,184,159,119,49.88,Realism
#111310,7851202,17,19,16,55.94,Realism
#D9D3C7,6459411,217,211,199,55.28,Realism
#543E19,6235341,84,62,25,50.24,Realism
#1C180F,6235017,28,24,15,35.39,Realism
#CECDCB,6098709,206,205,203,43.48,Realism
#0E0E16,5478005,14,14,22,72.64,Realism
#1B1320,5418886,27,19,32,25.23,Realism
#7A5125,4806089,122,81,37,34.24,Realism
