hex_code,occurence,R,G,B,percent,Movement
#6B6E7F,3461916,107,110,127,81.99,Cubism
#BCA287,2900978,188,162,135,95.42,Cubism
#BCAFA7,1812873,188,175,167,72.58,Cubism
#232228,1801144,35,34,40,46.14,Cubism
#EFEEE9,1770522,239,238,233,36.67,Cubism
#504B45,1712293,80,75,69,52.52,Cubism
#262626,1649137,38,38,38,68.97,Cubism
#BDC651,1601750,189,198,81,44.78,Cubism
#8B8680,1506895,139,134,128,71.66,Cubism
#0F140D,1331075,15,20,13,27.57,Cubism
