hex_code,occurence,R,G,B,percent,Movement
#406C2D,38918,64,108,45,3.45,Magic-Realism
#A7CBBD,38185,167,203,189,3.38,Magic-Realism
#AEA3B1,26637,174,163,177,2.36,Magic-Realism
#3C0000,18345,60,0,0,1.62,Magic-Realism
#285BAE,303388,40,91,174,34.7,Magic-Realism
#64C0FF,153233,100,192,255,17.52,Magic-Realism
#442547,152259,68,37,71,17.41,Magic-Realism
#D91C56,78418,217,28,86,8.97,Magic-Realism
#C35D9F,75880,195,93,159,8.68,Magic-Realism
#831538,45796,131,21,56,5.24,Magic-Realism
#9F89C7,30476,159,137,199,3.49,Magic-Realism
#114F76,22029,17,79,118,2.52,Magic-Realism
#1D2667,12915,29,38,103,1.48,Magic-Realism
#000000,595172,0,0,0,54.93,Magic-Realism
#ABC434,163051,171,196,52,15.05,Magic-Realism
#F9F4D6,111892,249,244,214,10.33,Magic-Realism
#2D5147,93992,45,81,71,8.68,Magic-Realism
#448040,75601,68,128,64,6.98,Magic-Realism
#9DB38F,16374,157,179,143,1.51,Magic-Realism
#112645,12776,17,38,69,1.18,Magic-Realism
#F5EC9F,8170,245,236,159,0.75,Magic-Realism
#248772,6385,36,135,114,0.59,Magic-Realism
#796B51,168938,121,107,81,45.17,Magic-Realism
#21201E,140072,33,32,30,37.45,Magic-Realism
#CEBFAC,25106,206,191,172,6.71,Magic-Realism
#9D2517,15005,157,37,23,4.01,Magic-Realism
#8B6A27,13408,139,106,39,3.58,Magic-Realism
#571F1E,7385,87,31,30,1.97,Magic-Realism
#C69F38,2958,198,159,56,0.79,Magic-Realism
#96543C,605,150,84,60,0.16,Magic-Realism
#FBFAFF,528,251,250,255,0.14,Magic-Realism
#010101,625800,1,1,1,49.01,Magic-Realism
#005991,329829,0,89,145,25.83,Magic-Realism
#FFEEA8,93703,255,238,168,7.34,Magic-Realism
#3C9DAE,85738,60,157,174,6.72,Magic-Realism
#112557,41087,17,37,87,3.22,Magic-Realism
#002F1C,33326,0,47,28,2.61,Magic-Realism
#84C4B3,33295,132,196,179,2.61,Magic-Realism
#2F832B,17735,47,131,43,1.39,Magic-Realism
#EACC1C,16246,234,204,28,1.27,Magic-Realism
#F3A366,1024772,243,163,102,71.82,Magic-Realism
#060709,157624,6,7,9,11.05,Magic-Realism
#FCF8EC,109200,252,248,236,7.65,Magic-Realism
#BF612B,87083,191,97,43,6.1,Magic-Realism
#7F3D1D,21608,127,61,29,1.51,Magic-Realism
#F3C9A1,16975,243,201,161,1.19,Magic-Realism
#3F3E3A,6804,63,62,58,0.48,Magic-Realism
#B87B5E,1994,184,123,94,0.14,Magic-Realism
#3F1C08,877,63,28,8,0.06,Magic-Realism
#B8C8BD,4818211,184,200,189,65.69,Magic-Realism
#917D64,1884309,145,125,100,25.69,Magic-Realism
#4B4839,500712,75,72,57,6.83,Magic-Realism
#5E5416,52214,94,84,22,0.71,Magic-Realism
#759099,25835,117,144,153,0.35,Magic-Realism
#F1EDBE,25411,241,237,190,0.35,Magic-Realism
#A94023,16968,169,64,35,0.23,Magic-Realism
#B9A769,7007,185,167,105,0.1,Magic-Realism
#18150E,4398,24,21,14,0.06,Magic-Realism
#B0C5DA,188643,176,197,218,40.64,Magic-Realism
#68697B,112452,104,105,123,24.23,Magic-Realism
#000000,37936,0,0,0,8.17,Magic-Realism
#2E397B,37230,46,57,123,8.02,Magic-Realism
#3B0000,34329,59,0,0,7.4,Magic-Realism
#6D3A3F,17759,109,58,63,3.83,Magic-Realism
#9D816B,15624,157,129,107,3.37,Magic-Realism
#000029,14717,0,0,41,3.17,Magic-Realism
#4E75B8,5450,78,117,184,1.17,Magic-Realism
#B7B3B0,391961,183,179,176,51.66,Magic-Realism
#544D30,216572,84,77,48,28.54,Magic-Realism
#181913,136715,24,25,19,18.02,Magic-Realism
#9B8867,11227,155,136,103,1.48,Magic-Realism
#688197,2062,104,129,151,0.27,Magic-Realism
#884C30,107,136,76,48,0.01,Magic-Realism
#B3893D,93,179,137,61,0.01,Magic-Realism
#374852,33,55,72,82,0.0,Magic-Realism
#7B5A61,7,123,90,97,0.0,Magic-Realism
#000000,508444,0,0,0,48.96,Magic-Realism
#01669E,113065,1,102,158,10.89,Magic-Realism
#008833,107275,0,136,51,10.33,Magic-Realism
#006675,87626,0,102,117,8.44,Magic-Realism
#005623,74248,0,86,35,7.15,Magic-Realism
#132C65,57333,19,44,101,5.52,Magic-Realism
#A0C657,36095,160,198,87,3.48,Magic-Realism
#788281,28073,120,130,129,2.7,Magic-Realism
#01290E,26344,1,41,14,2.54,Magic-Realism
#D9DAD5,310572,217,218,213,42.57,Magic-Realism
#969A8C,167045,150,154,140,22.9,Magic-Realism
#AC7B6A,109041,172,123,106,14.95,Magic-Realism
#A54A37,52191,165,74,55,7.15,Magic-Realism
#86A4C0,25220,134,164,192,3.46,Magic-Realism
#2F0000,24761,47,0,0,3.39,Magic-Realism
#030907,21923,3,9,7,3.01,Magic-Realism
#6B4037,11532,107,64,55,1.58,Magic-Realism
#C8B281,7258,200,178,129,0.99,Magic-Realism
#00F221,289697,0,242,33,23.77,Magic-Realism
#000700,180769,0,7,0,14.83,Magic-Realism
#F0F100,171212,240,241,0,14.05,Magic-Realism
#00A320,164790,0,163,32,13.52,Magic-Realism
#F40000,145512,244,0,0,11.94,Magic-Realism
#00380B,121485,0,56,11,9.97,Magic-Realism
#003731,59153,0,55,49,4.85,Magic-Realism
#F06000,43998,240,96,0,3.61,Magic-Realism
#00620F,41987,0,98,15,3.45,Magic-Realism
#B5C1BD,217062,181,193,189,69.54,Magic-Realism
#1B2854,22622,27,40,84,7.25,Magic-Realism
#D08D56,15585,208,141,86,4.99,Magic-Realism
#F58531,15220,245,133,49,4.88,Magic-Realism
#747F83,14411,116,127,131,4.62,Magic-Realism
#D4A1A6,12251,212,161,166,3.92,Magic-Realism
#AA5D65,7704,170,93,101,2.47,Magic-Realism
#F1E1A5,4452,241,225,165,1.43,Magic-Realism
#454346,2849,69,67,70,0.91,Magic-Realism
#171717,430477,23,23,23,80.77,Magic-Realism
#484A3F,37990,72,74,63,7.13,Magic-Realism
#D5D1C6,33098,213,209,198,6.21,Magic-Realism
#956863,22084,149,104,99,4.14,Magic-Realism
#9B8A56,6042,155,138,86,1.13,Magic-Realism
#522923,1834,82,41,35,0.34,Magic-Realism
#BE3746,778,190,55,70,0.15,Magic-Realism
#898F83,390,137,143,131,0.07,Magic-Realism
#BEAD3B,258,190,173,59,0.05,Magic-Realism
#ABABAB,76892,171,171,171,63.23,Magic-Realism
#696C75,29151,105,108,117,23.97,Magic-Realism
#9F8246,9420,159,130,70,7.75,Magic-Realism
#323337,4842,50,51,55,3.98,Magic-Realism
#625137,1264,98,81,55,1.04,Magic-Realism
#C59930,26,197,153,48,0.02,Magic-Realism
#D3BC93,4,211,188,147,0.0,Magic-Realism
#2D2C2A,1138238,45,44,42,59.26,Magic-Realism
#7C6F5E,720736,124,111,94,37.53,Magic-Realism
#C5B39F,60952,197,179,159,3.17,Magic-Realism
#5F647A,350,95,100,122,0.02,Magic-Realism
#B8835B,184,184,131,91,0.01,Magic-Realism
#F2F0F1,99,242,240,241,0.01,Magic-Realism
#98A6C0,34,152,166,192,0.0,Magic-Realism
#6E3C3D,6,110,60,61,0.0,Magic-Realism
#313B44,150419,49,59,68,34.72,Magic-Realism
#000100,124605,0,1,0,28.76,Magic-Realism
#6C8196,73713,108,129,150,17.02,Magic-Realism
#F0F2F1,33690,240,242,241,7.78,Magic-Realism
#596C58,23981,89,108,88,5.54,Magic-Realism
#683438,14746,104,52,56,3.4,Magic-Realism
#9B3833,5003,155,56,51,1.15,Magic-Realism
#96AC9F,4026,150,172,159,0.93,Magic-Realism
#547B3C,3038,84,123,60,0.7,Magic-Realism
#0568E9,297621,5,104,233,34.1,Magic-Realism
#1C0809,218172,28,8,9,25.0,Magic-Realism
#1964B5,104708,25,100,181,12.0,Magic-Realism
#000630,83866,0,6,48,9.61,Magic-Realism
#FFF6BB,76325,255,246,187,8.75,Magic-Realism
#56419C,50239,86,65,156,5.76,Magic-Realism
#323449,33305,50,52,73,3.82,Magic-Realism
#93AAD3,4539,147,170,211,0.52,Magic-Realism
#B3A777,4005,179,167,119,0.46,Magic-Realism
#15140F,337140,21,20,15,42.7,Magic-Realism
#B9C6D6,325289,185,198,214,41.2,Magic-Realism
#464739,87129,70,71,57,11.04,Magic-Realism
#8D8A77,32662,141,138,119,4.14,Magic-Realism
#6D90B6,5668,109,144,182,0.72,Magic-Realism
#FFFDF4,821,255,253,244,0.1,Magic-Realism
#D0C399,359,208,195,153,0.05,Magic-Realism
#41516B,343,65,81,107,0.04,Magic-Realism
#695321,89,105,83,33,0.01,Magic-Realism
#75541F,103993,117,84,31,55.99,Magic-Realism
#C49756,28568,196,151,86,15.38,Magic-Realism
#2A1802,22022,42,24,2,11.86,Magic-Realism
#6C677E,8966,108,103,126,4.83,Magic-Realism
#FFF6BB,8552,255,246,187,4.6,Magic-Realism
#8A875C,5972,138,135,92,3.22,Magic-Realism
#BEA398,3763,190,163,152,2.03,Magic-Realism
#B34A1B,2729,179,74,27,1.47,Magic-Realism
#FFFFF3,1158,255,255,243,0.62,Magic-Realism
#CCCDBD,553166,204,205,189,93.95,Magic-Realism
#8E8D78,26024,142,141,120,4.42,Magic-Realism
#464737,8243,70,71,55,1.4,Magic-Realism
#9C6352,640,156,99,82,0.11,Magic-Realism
#B6A064,608,182,160,100,0.1,Magic-Realism
#4B7490,53,75,116,144,0.01,Magic-Realism
#582D1C,35,88,45,28,0.01,Magic-Realism
#9D382E,14,157,56,46,0.0,Magic-Realism
#77602A,10,119,96,42,0.0,Magic-Realism
#F2E2E2,130886,242,226,226,51.72,Magic-Realism
#A99D9D,104050,169,157,157,41.11,Magic-Realism
#605B57,11701,96,91,87,4.62,Magic-Realism
#010000,5285,1,0,0,2.09,Magic-Realism
#8D804C,643,141,128,76,0.25,Magic-Realism
#2A476F,274,42,71,111,0.11,Magic-Realism
#363517,96,54,53,23,0.04,Magic-Realism
#6B85A6,77,107,133,166,0.03,Magic-Realism
#955935,73,149,89,53,0.03,Magic-Realism
#744C64,157084,116,76,100,60.06,Magic-Realism
#0E0000,48467,14,0,0,18.53,Magic-Realism
#A44D55,27850,164,77,85,10.65,Magic-Realism
#1F0A2B,16868,31,10,43,6.45,Magic-Realism
#FFD0B2,9118,255,208,178,3.49,Magic-Realism
#F37E99,962,243,126,153,0.37,Magic-Realism
#434880,678,67,72,128,0.26,Magic-Realism
#D88C7C,298,216,140,124,0.11,Magic-Realism
#631D15,236,99,29,21,0.09,Magic-Realism
#3E5F4C,537712,62,95,76,56.42,Magic-Realism
#080F08,229286,8,15,8,24.06,Magic-Realism
#E6FFE2,86345,230,255,226,9.06,Magic-Realism
#5C9C8E,51539,92,156,142,5.41,Magic-Realism
#7FCA89,43014,127,202,137,4.51,Magic-Realism
#418552,3220,65,133,82,0.34,Magic-Realism
#002D10,1206,0,45,16,0.13,Magic-Realism
#4FCA55,418,79,202,85,0.04,Magic-Realism
#7E737B,383,126,115,123,0.04,Magic-Realism
#736F64,919653,115,111,100,90.51,Magic-Realism
#C7BFAC,94608,199,191,172,9.31,Magic-Realism
#AA8D9F,1672,170,141,159,0.16,Magic-Realism
#3B3529,77,59,53,41,0.01,Magic-Realism
#BAA76C,30,186,167,108,0.0,Magic-Realism
#654D63,3,101,77,99,0.0,Magic-Realism
#222126,151890,34,33,38,45.21,Magic-Realism
#D3C0A0,97746,211,192,160,29.1,Magic-Realism
#715C4B,80545,113,92,75,23.98,Magic-Realism
#C7835E,5354,199,131,94,1.59,Magic-Realism
#8B9191,151,139,145,145,0.04,Magic-Realism
#6A311D,147,106,49,29,0.04,Magic-Realism
#FFFCF2,111,255,252,242,0.03,Magic-Realism
#003849,43719,0,56,73,33.59,Magic-Realism
#756448,38640,117,100,72,29.69,Magic-Realism
#DBDDDA,14595,219,221,218,11.21,Magic-Realism
#688DD3,11540,104,141,211,8.87,Magic-Realism
#110000,9790,17,0,0,7.52,Magic-Realism
#5C1E11,4730,92,30,17,3.63,Magic-Realism
#CEAB81,3640,206,171,129,2.8,Magic-Realism
#AA4100,1920,170,65,0,1.48,Magic-Realism
#A5B9DE,1579,165,185,222,1.21,Magic-Realism
#B7CBD6,353321,183,203,214,47.46,Magic-Realism
#825A36,175937,130,90,54,23.64,Magic-Realism
#556586,107239,85,101,134,14.41,Magic-Realism
#1A0E12,61233,26,14,18,8.23,Magic-Realism
#B99A6C,17075,185,154,108,2.29,Magic-Realism
#BE7E1D,15232,190,126,29,2.05,Magic-Realism
#6E4378,8894,110,67,120,1.19,Magic-Realism
#EFCBBD,4193,239,203,189,0.56,Magic-Realism
#7B2824,1266,123,40,36,0.17,Magic-Realism
#616041,512514,97,96,65,54.19,Magic-Realism
#8F8D8E,381353,143,141,142,40.32,Magic-Realism
#8F853E,43705,143,133,62,4.62,Magic-Realism
#D5CCCD,6582,213,204,205,0.7,Magic-Realism
#C7B98A,1583,199,185,138,0.17,Magic-Realism
#010101,146394,1,1,1,35.42,Magic-Realism
#873618,145486,135,54,24,35.2,Magic-Realism
#360606,56885,54,6,6,13.76,Magic-Realism
#BC530F,25532,188,83,15,6.18,Magic-Realism
#3E3933,16718,62,57,51,4.04,Magic-Realism
#785511,12305,120,85,17,2.98,Magic-Realism
#BF8021,4986,191,128,33,1.21,Magic-Realism
#BBB8A5,3992,187,184,165,0.97,Magic-Realism
#165646,1020,22,86,70,0.25,Magic-Realism
#816742,162184,129,103,66,49.21,Magic-Realism
#000000,62289,0,0,0,18.9,Magic-Realism
#D16E68,38091,209,110,104,11.56,Magic-Realism
#402E22,35747,64,46,34,10.85,Magic-Realism
#ECC6AF,27077,236,198,175,8.21,Magic-Realism
#85383E,3014,133,56,62,0.91,Magic-Realism
#774007,620,119,64,7,0.19,Magic-Realism
#8C98A8,307,140,152,168,0.09,Magic-Realism
#CE9665,279,206,150,101,0.08,Magic-Realism
#005995,51041,0,89,149,28.08,Magic-Realism
#0A837C,41528,10,131,124,22.85,Magic-Realism
#B5200C,24393,181,32,12,13.42,Magic-Realism
#DF7F4C,19794,223,127,76,10.89,Magic-Realism
#A14433,13488,161,68,51,7.42,Magic-Realism
#007DEB,11568,0,125,235,6.37,Magic-Realism
#0599DF,8355,5,153,223,4.6,Magic-Realism
#005C71,6569,0,92,113,3.61,Magic-Realism
#B67976,5003,182,121,118,2.75,Magic-Realism
#5B605A,594573,91,96,90,87.58,Magic-Realism
#9F9A96,70437,159,154,150,10.38,Magic-Realism
#978255,12399,151,130,85,1.83,Magic-Realism
#DDC89D,817,221,200,157,0.12,Magic-Realism
#403517,667,64,53,23,0.1,Magic-Realism
#030000,15,3,0,0,0.0,Magic-Realism
#000000,549396,0,0,0,49.3,Magic-Realism
#23286C,155390,35,40,108,13.94,Magic-Realism
#408DC1,138349,64,141,193,12.41,Magic-Realism
#F1CB2C,76465,241,203,44,6.86,Magic-Realism
#697476,71310,105,116,118,6.4,Magic-Realism
#018136,55132,1,129,54,4.95,Magic-Realism
#303A3C,28117,48,58,60,2.52,Magic-Realism
#381D0C,20204,56,29,12,1.81,Magic-Realism
#CF8522,20087,207,133,34,1.8,Magic-Realism
#000000,475171,0,0,0,48.68,Magic-Realism
#8A8B85,191839,138,139,133,19.65,Magic-Realism
#42555C,158574,66,85,92,16.25,Magic-Realism
#F5F1D6,83297,245,241,214,8.53,Magic-Realism
#004C80,36726,0,76,128,3.76,Magic-Realism
#99C6CC,14033,153,198,204,1.44,Magic-Realism
#002700,5806,0,39,0,0.59,Magic-Realism
#001F3B,5619,0,31,59,0.58,Magic-Realism
#418065,5057,65,128,101,0.52,Magic-Realism
#B10E09,75412,177,14,9,20.5,Magic-Realism
#C08B1B,66160,192,139,27,17.98,Magic-Realism
#7E5132,51550,126,81,50,14.01,Magic-Realism
#141414,47654,20,20,20,12.95,Magic-Realism
#1346B1,33591,19,70,177,9.13,Magic-Realism
#090945,27798,9,9,69,7.56,Magic-Realism
#C0BDB6,25151,192,189,182,6.84,Magic-Realism
#1C9665,23429,28,150,101,6.37,Magic-Realism
#933F70,17118,147,63,112,4.65,Magic-Realism
#F0D385,271493,240,211,133,28.32,Magic-Realism
#100A0E,257696,16,10,14,26.88,Magic-Realism
#3B3C2E,156802,59,60,46,16.36,Magic-Realism
#69322F,127714,105,50,47,13.32,Magic-Realism
#D39B68,106555,211,155,104,11.12,Magic-Realism
#A96B5C,21445,169,107,92,2.24,Magic-Realism
#62683C,7877,98,104,60,0.82,Magic-Realism
#B85734,4548,184,87,52,0.47,Magic-Realism
#E1C1AC,4528,225,193,172,0.47,Magic-Realism
#6BB7D1,65772,107,183,209,28.52,Magic-Realism
#83986D,42725,131,152,109,18.52,Magic-Realism
#DDD559,41535,221,213,89,18.01,Magic-Realism
#DAD5CF,39390,218,213,207,17.08,Magic-Realism
#24535B,36836,36,83,91,15.97,Magic-Realism
#E4A44C,2578,228,164,76,1.12,Magic-Realism
#78B669,1087,120,182,105,0.47,Magic-Realism
#2E7FAE,377,46,127,174,0.16,Magic-Realism
#A78B4C,349,167,139,76,0.15,Magic-Realism
#000000,575556,0,0,0,57.5,Magic-Realism
#F4EFC9,165866,244,239,201,16.57,Magic-Realism
#9DAA98,63650,157,170,152,6.36,Magic-Realism
#132845,56644,19,40,69,5.66,Magic-Realism
#01642D,40783,1,100,45,4.07,Magic-Realism
#373A25,35816,55,58,37,3.58,Magic-Realism
#1F377D,27986,31,55,125,2.8,Magic-Realism
#46902D,18053,70,144,45,1.8,Magic-Realism
#73781C,16660,115,120,28,1.66,Magic-Realism
#232241,235419,35,34,65,23.28,Magic-Realism
#FEF1AB,221954,254,241,171,21.95,Magic-Realism
#8C967D,163127,140,150,125,16.13,Magic-Realism
#000000,149400,0,0,0,14.77,Magic-Realism
#3C566D,129704,60,86,109,12.83,Magic-Realism
#A14E60,98163,161,78,96,9.71,Magic-Realism
#654256,5941,101,66,86,0.59,Magic-Realism
#345344,3960,52,83,68,0.39,Magic-Realism
#464B85,3571,70,75,133,0.35,Magic-Realism
#CCD0C2,181283,204,208,194,56.12,Magic-Realism
#3C434D,53668,60,67,77,16.62,Magic-Realism
#6E7563,40362,110,117,99,12.5,Magic-Realism
#965539,38461,150,85,57,11.91,Magic-Realism
#C62C38,4687,198,44,56,1.45,Magic-Realism
#A98855,3297,169,136,85,1.02,Magic-Realism
#ABA3BA,590,171,163,186,0.18,Magic-Realism
#A85D71,359,168,93,113,0.11,Magic-Realism
#10180D,299,16,24,13,0.09,Magic-Realism
#757367,316464,117,115,103,30.96,Magic-Realism
#D7C7A5,314533,215,199,165,30.77,Magic-Realism
#0F0B0C,284668,15,11,12,27.85,Magic-Realism
#4B392F,51592,75,57,47,5.05,Magic-Realism
#3C4264,31393,60,66,100,3.07,Magic-Realism
#B7886C,23334,183,136,108,2.28,Magic-Realism
#7D4C2C,179,125,76,44,0.02,Magic-Realism
#A296AA,16,162,150,170,0.0,Magic-Realism
#4A2C24,114270,74,44,36,60.03,Magic-Realism
#8D8E7E,37047,141,142,126,19.46,Magic-Realism
#F4CC8E,20160,244,204,142,10.59,Magic-Realism
#8A5438,8589,138,84,56,4.51,Magic-Realism
#FEFDDE,7121,254,253,222,3.74,Magic-Realism
#D2924B,1197,210,146,75,0.63,Magic-Realism
#9D3430,829,157,52,48,0.44,Magic-Realism
#585739,758,88,87,57,0.4,Magic-Realism
#030000,377,3,0,0,0.2,Magic-Realism
#A49959,375659,164,153,89,49.79,Magic-Realism
#241F1B,247987,36,31,27,32.87,Magic-Realism
#815B12,67284,129,91,18,8.92,Magic-Realism
#FFD475,38296,255,212,117,5.08,Magic-Realism
#31401F,12798,49,64,31,1.7,Magic-Realism
#4D230B,6295,77,35,11,0.83,Magic-Realism
#C39C1D,4761,195,156,29,0.63,Magic-Realism
#CE8B47,775,206,139,71,0.1,Magic-Realism
#83350E,608,131,53,14,0.08,Magic-Realism
#18150E,259333,24,21,14,49.72,Magic-Realism
#4C4940,136161,76,73,64,26.11,Magic-Realism
#8C8E83,74457,140,142,131,14.28,Magic-Realism
#785D28,14914,120,93,40,2.86,Magic-Realism
#B1A46F,9622,177,164,111,1.84,Magic-Realism
#6E3A2C,9287,110,58,44,1.78,Magic-Realism
#516C43,6893,81,108,67,1.32,Magic-Realism
#1E2C46,5744,30,44,70,1.1,Magic-Realism
#CBD6D2,5142,203,214,210,0.99,Magic-Realism
#918B75,193259,145,139,117,53.53,Magic-Realism
#5D302B,99192,93,48,43,27.48,Magic-Realism
#0B0C11,43766,11,12,17,12.12,Magic-Realism
#E59F63,20552,229,159,99,5.69,Magic-Realism
#7B5B35,3921,123,91,53,1.09,Magic-Realism
#54534F,259,84,83,79,0.07,Magic-Realism
#B35F45,61,179,95,69,0.02,Magic-Realism
#003362,640612,0,51,98,49.21,Magic-Realism
#3973A1,258187,57,115,161,19.83,Magic-Realism
#F9F8F4,212513,249,248,244,16.33,Magic-Realism
#81A7BC,100671,129,167,188,7.73,Magic-Realism
#000000,80365,0,0,0,6.17,Magic-Realism
#59635B,9243,89,99,91,0.71,Magic-Realism
#4F9F94,106,79,159,148,0.01,Magic-Realism
#153540,47,21,53,64,0.0,Magic-Realism
#A0DCD4,13,160,220,212,0.0,Magic-Realism
#371C0B,228715,55,28,11,31.17,Magic-Realism
#7B3E05,193400,123,62,5,26.36,Magic-Realism
#555F46,96062,85,95,70,13.09,Magic-Realism
#D19D51,95454,209,157,81,13.01,Magic-Realism
#BF6705,64347,191,103,5,8.77,Magic-Realism
#9AB19D,42776,154,177,157,5.83,Magic-Realism
#D7C68E,6338,215,198,142,0.86,Magic-Realism
#55550F,5678,85,85,15,0.77,Magic-Realism
#9C845E,977,156,132,94,0.13,Magic-Realism
#1A0C0C,392202,26,12,12,41.66,Magic-Realism
#3391CE,212163,51,145,206,22.54,Magic-Realism
#2B52AF,143957,43,82,175,15.29,Magic-Realism
#F7FEF6,86841,247,254,246,9.22,Magic-Realism
#3D3D6F,30081,61,61,111,3.2,Magic-Realism
#9CDAFF,27725,156,218,255,2.94,Magic-Realism
#000A2D,25465,0,10,45,2.7,Magic-Realism
#4C4652,13067,76,70,82,1.39,Magic-Realism
#8B8788,9954,139,135,136,1.06,Magic-Realism
#070D0D,710261,7,13,13,60.73,Magic-Realism
#505B93,179184,80,91,147,15.32,Magic-Realism
#59070B,88015,89,7,11,7.53,Magic-Realism
#C1101A,70635,193,16,26,6.04,Magic-Realism
#37485C,43389,55,72,92,3.71,Magic-Realism
#21185B,23993,33,24,91,2.05,Magic-Realism
#008CCA,19728,0,140,202,1.69,Magic-Realism
#73746F,17253,115,116,111,1.48,Magic-Realism
#FFFFF3,17079,255,255,243,1.46,Magic-Realism
#E4C597,157806,228,197,151,22.52,Magic-Realism
#A05C2B,103723,160,92,43,14.8,Magic-Realism
#020B44,100489,2,11,68,14.34,Magic-Realism
#010101,99217,1,1,1,14.16,Magic-Realism
#3780A3,75436,55,128,163,10.77,Magic-Realism
#064686,65869,6,70,134,9.4,Magic-Realism
#001396,50725,0,19,150,7.24,Magic-Realism
#310000,24747,49,0,0,3.53,Magic-Realism
#997B79,22725,153,123,121,3.24,Magic-Realism
#625A33,1519673,98,90,51,32.51,Magic-Realism
#F4F3C3,1069001,244,243,195,22.87,Magic-Realism
#010000,876413,1,0,0,18.75,Magic-Realism
#ACAB7B,588501,172,171,123,12.59,Magic-Realism
#935934,215366,147,89,52,4.61,Magic-Realism
#1D2F45,182829,29,47,69,3.91,Magic-Realism
#4E5CA3,87161,78,92,163,1.86,Magic-Realism
#34240B,69228,52,36,11,1.48,Magic-Realism
#A08239,65978,160,130,57,1.41,Magic-Realism
#CBA564,413521,203,165,100,80.77,Magic-Realism
#566057,74839,86,96,87,14.62,Magic-Realism
#59622D,19020,89,98,45,3.72,Magic-Realism
#CEC2B2,4472,206,194,178,0.87,Magic-Realism
#25211E,104,37,33,30,0.02,Magic-Realism
#8B6325,10,139,99,37,0.0,Magic-Realism
#988567,5,152,133,103,0.0,Magic-Realism
#000000,454366,0,0,0,38.5,Magic-Realism
#326F60,317069,50,111,96,26.87,Magic-Realism
#6C9666,113613,108,150,102,9.63,Magic-Realism
#FEF375,83336,254,243,117,7.06,Magic-Realism
#003A45,66464,0,58,69,5.63,Magic-Realism
#C2D67D,44051,194,214,125,3.73,Magic-Realism
#002400,39286,0,36,0,3.33,Magic-Realism
#70B854,33879,112,184,84,2.87,Magic-Realism
#004E00,27967,0,78,0,2.37,Magic-Realism
#2C3D4F,238418,44,61,79,100.0,Magic-Realism
#596156,420426,89,97,86,41.64,Magic-Realism
#0F0D12,299263,15,13,18,29.64,Magic-Realism
#AA905F,144255,170,144,95,14.29,Magic-Realism
#543822,92012,84,56,34,9.11,Magic-Realism
#8E3321,37010,142,51,33,3.67,Magic-Realism
#69738E,6757,105,115,142,0.67,Magic-Realism
#CD8225,5263,205,130,37,0.52,Magic-Realism
#C13119,3419,193,49,25,0.34,Magic-Realism
#99A098,1264,153,160,152,0.13,Magic-Realism
#7F7262,61760,127,114,98,45.21,Magic-Realism
#202020,56287,32,32,32,41.21,Magic-Realism
#AEBAB8,10853,174,186,184,7.95,Magic-Realism
#D9AE83,6056,217,174,131,4.43,Magic-Realism
#FFFFF3,849,255,255,243,0.62,Magic-Realism
#5C3926,413,92,57,38,0.3,Magic-Realism
#587891,378,88,120,145,0.28,Magic-Realism
#7D8999,119539,125,137,153,54.44,Magic-Realism
#424A57,53774,66,74,87,24.49,Magic-Realism
#2C407B,15549,44,64,123,7.08,Magic-Realism
#040000,14323,4,0,0,6.52,Magic-Realism
#BCC9CF,13772,188,201,207,6.27,Magic-Realism
#370B1A,2152,55,11,26,0.98,Magic-Realism
#4D3626,297,77,54,38,0.14,Magic-Realism
#8D6563,153,141,101,99,0.07,Magic-Realism
#0F1235,28,15,18,53,0.01,Magic-Realism
#816482,28766,129,100,130,21.43,Magic-Realism
#CC0001,28615,204,0,1,21.32,Magic-Realism
#D79A01,27270,215,154,1,20.32,Magic-Realism
#171C22,20822,23,28,34,15.51,Magic-Realism
#522700,7029,82,39,0,5.24,Magic-Realism
#CA6F78,6834,202,111,120,5.09,Magic-Realism
#4F581F,5860,79,88,31,4.37,Magic-Realism
#8F0100,5519,143,1,0,4.11,Magic-Realism
#FAD5CC,3502,250,213,204,2.61,Magic-Realism
#AC9D7C,170441,172,157,124,88.87,Magic-Realism
#65675A,9588,101,103,90,5.0,Magic-Realism
#B3C8C1,6506,179,200,193,3.39,Magic-Realism
#221E12,5253,34,30,18,2.74,Magic-Realism
#AFADAE,114389,175,173,174,49.97,Magic-Realism
#2B507C,68328,43,80,124,29.85,Magic-Realism
#B75D55,33087,183,93,85,14.45,Magic-Realism
#222021,8105,34,32,33,3.54,Magic-Realism
#6B645E,2971,107,100,94,1.3,Magic-Realism
#6C2E2F,2037,108,46,47,0.89,Magic-Realism
#757577,931909,117,117,119,46.51,Magic-Realism
#0A0A0A,598857,10,10,10,29.89,Magic-Realism
#C0A89C,182714,192,168,156,9.12,Magic-Realism
#995B4C,131905,153,91,76,6.58,Magic-Realism
#463B35,112546,70,59,53,5.62,Magic-Realism
#3F132E,29144,63,19,46,1.45,Magic-Realism
#7E4E64,13705,126,78,100,0.68,Magic-Realism
#451708,1521,69,23,8,0.08,Magic-Realism
#586F98,1341,88,111,152,0.07,Magic-Realism
#020605,137815,2,6,5,37.3,Magic-Realism
#E2CAB2,121454,226,202,178,32.87,Magic-Realism
#A17453,102114,161,116,83,27.64,Magic-Realism
#533F26,6878,83,63,38,1.86,Magic-Realism
#914A14,782,145,74,20,0.21,Magic-Realism
#7B7672,266,123,118,114,0.07,Magic-Realism
#370000,176,55,0,0,0.05,Magic-Realism
