hex_code,occurence,R,G,B,percent,Movement
#0B0A10,99506,11,10,16,26.8,Neoclassicism
#D3D1D2,43671,211,209,210,11.76,Neoclassicism
#544D3D,28475,84,77,61,7.67,Neoclassicism
#222423,497208,34,36,35,46.13,Neoclassicism
#736656,353830,115,102,86,32.83,Neoclassicism
#FBFCEA,210077,251,252,234,19.49,Neoclassicism
#B88C4F,16807,184,140,79,1.56,Neoclassicism
#60686B,486316,96,104,107,69.3,Neoclassicism
#CEC9B3,167911,206,201,179,23.93,Neoclassicism
#191919,40553,25,25,25,5.78,Neoclassicism
#866C3B,6978,134,108,59,0.99,Neoclassicism
#000002,2307860,0,0,2,64.32,Neoclassicism
#523C25,744331,82,60,37,20.75,Neoclassicism
#CA9C6A,272911,202,156,106,7.61,Neoclassicism
#FFEFCE,262777,255,239,206,7.32,Neoclassicism
#160C03,161380,22,12,3,55.15,Neoclassicism
#7E6F5C,102986,126,111,92,35.19,Neoclassicism
#FDC89C,16331,253,200,156,5.58,Neoclassicism
#CC552A,11930,204,85,42,4.08,Neoclassicism
#A49D97,580685,164,157,151,77.48,Neoclassicism
#8C593E,117863,140,89,62,15.73,Neoclassicism
#C9B16B,39541,201,177,107,5.28,Neoclassicism
#3B191A,11356,59,25,26,1.52,Neoclassicism
#230028,212857,35,0,40,52.44,Neoclassicism
#EED6BE,109453,238,214,190,26.97,Neoclassicism
#423427,73086,66,52,39,18.01,Neoclassicism
#987B59,10473,152,123,89,2.58,Neoclassicism
#F4F0E5,163545,244,240,229,63.91,Neoclassicism
#76786D,63215,118,120,109,24.7,Neoclassicism
#00000C,28562,0,0,12,11.16,Neoclassicism
#D2B57D,579,210,181,125,0.23,Neoclassicism
#20211B,215675,32,33,27,72.25,Neoclassicism
#FFFFFF,51124,255,255,255,17.13,Neoclassicism
#7C7F78,25568,124,127,120,8.57,Neoclassicism
#5E2313,6135,94,35,19,2.06,Neoclassicism
#EEE7D4,173565,238,231,212,52.28,Neoclassicism
#4A4436,142329,74,68,54,42.87,Neoclassicism
#AA926E,15991,170,146,110,4.82,Neoclassicism
#6E4B07,103,110,75,7,0.03,Neoclassicism
#736B60,5060290,115,107,96,78.85,Neoclassicism
#FFFFFD,724615,255,255,253,11.29,Neoclassicism
#D88B57,346550,216,139,87,5.4,Neoclassicism
#87ADC4,285920,135,173,196,4.46,Neoclassicism
#010006,152432,1,0,6,62.13,Neoclassicism
#FEFFFF,44573,254,255,255,18.17,Neoclassicism
#60482C,37770,96,72,44,15.39,Neoclassicism
#A39690,10581,163,150,144,4.31,Neoclassicism
#FFFFFF,233647,255,255,255,63.58,Neoclassicism
#ADA592,88442,173,165,146,24.07,Neoclassicism
#010000,31203,1,0,0,8.49,Neoclassicism
#55504A,14188,85,80,74,3.86,Neoclassicism
#CA9D66,452530,202,157,102,48.34,Neoclassicism
#EDEAE3,297971,237,234,227,31.83,Neoclassicism
#954230,130656,149,66,48,13.96,Neoclassicism
#000100,55068,0,1,0,5.88,Neoclassicism
#29280A,467591,41,40,10,75.74,Neoclassicism
#632F00,85098,99,47,0,13.78,Neoclassicism
#E83800,36900,232,56,0,5.98,Neoclassicism
#C37E00,27766,195,126,0,4.5,Neoclassicism
#9C7357,492005,156,115,87,72.41,Neoclassicism
#000013,132413,0,0,19,19.49,Neoclassicism
#FBFFFF,42306,251,255,255,6.23,Neoclassicism
#4F4A50,12778,79,74,80,1.88,Neoclassicism
#040000,379596,4,0,0,61.03,Neoclassicism
#3C2B00,139252,60,43,0,22.39,Neoclassicism
#BAAA76,97327,186,170,118,15.65,Neoclassicism
#906113,5820,144,97,19,0.94,Neoclassicism
#252024,4462907,37,32,36,79.09,Neoclassicism
#BD3F4D,793810,189,63,77,14.07,Neoclassicism
#EBDECD,229330,235,222,205,4.06,Neoclassicism
#77493A,157074,119,73,58,2.78,Neoclassicism
#AEE1FC,147667,174,225,252,50.52,Neoclassicism
#9EA772,81437,158,167,114,27.86,Neoclassicism
#222014,60616,34,32,20,20.74,Neoclassicism
#5E7877,2570,94,120,119,0.88,Neoclassicism
#010302,1249772,1,3,2,73.4,Neoclassicism
#A09591,441664,160,149,145,25.94,Neoclassicism
#FDFBFE,11360,253,251,254,0.67,Neoclassicism
#595A54,243457,89,90,84,86.08,Neoclassicism
#98672D,24747,152,103,45,8.75,Neoclassicism
#AFAA96,13301,175,170,150,4.7,Neoclassicism
#070705,1328,7,7,5,0.47,Neoclassicism
#222A35,277038,34,42,53,60.92,Neoclassicism
#6E6150,135788,110,97,80,29.86,Neoclassicism
#D8B59F,21720,216,181,159,4.78,Neoclassicism
#D8FFFF,20211,216,255,255,4.44,Neoclassicism
#ACD7E0,1914368,172,215,224,54.21,Neoclassicism
#AA9788,1016551,170,151,136,28.78,Neoclassicism
#FFBA5B,330051,255,186,91,9.35,Neoclassicism
#924559,270720,146,69,89,7.67,Neoclassicism
#FFFFFF,545225,255,255,255,69.9,Neoclassicism
#757B79,213090,117,123,121,27.32,Neoclassicism
#3D2A23,15688,61,42,35,2.01,Neoclassicism
#B4A971,6018,180,169,113,0.77,Neoclassicism
#000000,144921,0,0,0,29.22,Neoclassicism
#FFFFFF,141019,255,255,255,28.43,Neoclassicism
#561D14,113590,86,29,20,22.9,Neoclassicism
#6DA8BA,96430,109,168,186,19.44,Neoclassicism
#FFFFFF,499015,255,255,255,65.01,Neoclassicism
#3F393B,157771,63,57,59,20.55,Neoclassicism
#989993,67925,152,153,147,8.85,Neoclassicism
#EBF2A5,42876,235,242,165,5.59,Neoclassicism
#020001,574298,2,0,1,68.93,Neoclassicism
#5C0911,135096,92,9,17,16.22,Neoclassicism
#F0BC8D,109637,240,188,141,13.16,Neoclassicism
#8A7A60,14080,138,122,96,1.69,Neoclassicism
#2C2A2B,1477305,44,42,43,57.43,Neoclassicism
#D3C392,759551,211,195,146,29.53,Neoclassicism
#326C6E,259481,50,108,110,10.09,Neoclassicism
#7C644C,75939,124,100,76,2.95,Neoclassicism
#07080C,183597,7,8,12,67.04,Neoclassicism
#948B86,40542,148,139,134,14.8,Neoclassicism
#572A25,29991,87,42,37,10.95,Neoclassicism
#FFFFFF,19727,255,255,255,7.2,Neoclassicism
#050505,3120755,5,5,5,57.16,Neoclassicism
#9F9DA2,1125179,159,157,162,20.61,Neoclassicism
#FFFFFF,770154,255,255,255,14.11,Neoclassicism
#5F3536,443368,95,53,54,8.12,Neoclassicism
#433431,654048,67,52,49,66.52,Neoclassicism
#F2D6A4,207599,242,214,164,21.11,Neoclassicism
#948172,91267,148,129,114,9.28,Neoclassicism
#BB5F48,30385,187,95,72,3.09,Neoclassicism
#DADCF1,355383,218,220,241,44.26,Neoclassicism
#4A3E28,195158,74,62,40,24.31,Neoclassicism
#965F27,129319,150,95,39,16.11,Neoclassicism
#00030C,123093,0,3,12,15.33,Neoclassicism
#6F5944,411906,111,89,68,86.2,Neoclassicism
#FAC6B9,52120,250,198,185,10.91,Neoclassicism
#A24C33,9117,162,76,51,1.91,Neoclassicism
#969DA5,4682,150,157,165,0.98,Neoclassicism
#202123,143191,32,33,35,51.9,Neoclassicism
#563D15,77107,86,61,21,27.95,Neoclassicism
#CE9B2E,45706,206,155,46,16.57,Neoclassicism
#DBCCAF,9876,219,204,175,3.58,Neoclassicism
#414D43,380323,65,77,67,85.69,Neoclassicism
#815634,58737,129,86,52,13.23,Neoclassicism
#D4AB77,4779,212,171,119,1.08,Neoclassicism
#867559,123925,134,117,89,45.61,Neoclassicism
#811222,99656,129,18,34,36.68,Neoclassicism
#351E26,24674,53,30,38,9.08,Neoclassicism
#FBC09E,23423,251,192,158,8.62,Neoclassicism
#080808,1494154,8,8,8,81.93,Neoclassicism
#796A4B,155221,121,106,75,8.51,Neoclassicism
#862E22,131661,134,46,34,7.22,Neoclassicism
#F9F6E3,42716,249,246,227,2.34,Neoclassicism
#21211F,329346,33,33,31,78.55,Neoclassicism
#7D5742,77818,125,87,66,18.56,Neoclassicism
#FFFFE6,8030,255,255,230,1.92,Neoclassicism
#DC9B73,4073,220,155,115,0.97,Neoclassicism
#5D6371,213647,93,99,113,78.8,Neoclassicism
#352412,26230,53,36,18,9.67,Neoclassicism
#F8F2DC,15803,248,242,220,5.83,Neoclassicism
#060821,15457,6,8,33,5.7,Neoclassicism
#161419,3213068,22,20,25,80.57,Neoclassicism
#EDEDED,297522,237,237,237,7.46,Neoclassicism
#766A82,293476,118,106,130,7.36,Neoclassicism
#5B1B2C,183894,91,27,44,4.61,Neoclassicism
#827E7D,687136,130,126,125,35.8,Neoclassicism
#F4DAC9,616119,244,218,201,32.1,Neoclassicism
#0C1B2E,507756,12,27,46,26.45,Neoclassicism
#672A3A,108496,103,42,58,5.65,Neoclassicism
#000000,5228388,0,0,0,41.62,Neoclassicism
#3C0000,3457977,60,0,0,27.53,Neoclassicism
#7C0000,2185856,124,0,0,17.4,Neoclassicism
#28406C,1690255,40,64,108,13.45,Neoclassicism
#483C3E,195779,72,60,62,100.0,Neoclassicism
#171717,340516,23,23,23,58.48,Neoclassicism
#ECB439,162725,236,180,57,27.95,Neoclassicism
#6A4E1E,50039,106,78,30,8.59,Neoclassicism
#415D51,29002,65,93,81,4.98,Neoclassicism
#4D2A26,544070,77,42,38,77.74,Neoclassicism
#96846E,155793,150,132,110,22.26,Neoclassicism
#12130B,573262,18,19,11,46.1,Neoclassicism
#D0D0D8,382802,208,208,216,30.78,Neoclassicism
#783C22,287463,120,60,34,23.12,Neoclassicism
#100120,139971,16,1,32,40.34,Neoclassicism
#FFFFE1,104938,255,255,225,30.24,Neoclassicism
#353B2F,71030,53,59,47,20.47,Neoclassicism
#917D48,31051,145,125,72,8.95,Neoclassicism
#1B1F1E,803985,27,31,30,83.11,Neoclassicism
#697464,135463,105,116,100,14.0,Neoclassicism
#E6CDAF,27891,230,205,175,2.88,Neoclassicism
#C0B6AC,523713,192,182,172,96.76,Neoclassicism
#6F6154,17536,111,97,84,3.24,Neoclassicism
#312B2D,3500925,49,43,45,64.47,Neoclassicism
#80533E,1082271,128,83,62,19.93,Neoclassicism
#F2EDD0,743328,242,237,208,13.69,Neoclassicism
#C68545,103890,198,133,69,1.91,Neoclassicism
#C1C1C1,154811,193,193,193,55.97,Neoclassicism
#1B1B1B,121787,27,27,27,44.03,Neoclassicism
#121411,875955,18,20,17,78.47,Neoclassicism
#655C3F,216484,101,92,63,19.39,Neoclassicism
#E2C790,23823,226,199,144,2.13,Neoclassicism
#0B0A0F,450462,11,10,15,76.4,Neoclassicism
#555F57,112651,85,95,87,19.11,Neoclassicism
#B0A587,22609,176,165,135,3.83,Neoclassicism
#532518,3851,83,37,24,0.65,Neoclassicism
#1B0D0C,258659,27,13,12,55.77,Neoclassicism
#ECE5CB,105129,236,229,203,22.67,Neoclassicism
#6F3D18,79362,111,61,24,17.11,Neoclassicism
#A4985C,20614,164,152,92,4.44,Neoclassicism
#B5A596,423531,181,165,150,33.32,Neoclassicism
#AA6941,361889,170,105,65,28.47,Neoclassicism
#F9FFFF,298908,249,255,255,23.52,Neoclassicism
#000005,186703,0,0,5,14.69,Neoclassicism
#6F6A56,560822,111,106,86,58.39,Neoclassicism
#181913,325500,24,25,19,33.89,Neoclassicism
#B29050,72363,178,144,80,7.53,Neoclassicism
#284C6C,1710,40,76,108,0.18,Neoclassicism
#6E6351,974857,110,99,81,72.34,Neoclassicism
#E7CB9B,156192,231,203,155,11.59,Neoclassicism
#965F27,140935,150,95,39,10.46,Neoclassicism
#37160D,75678,55,22,13,5.62,Neoclassicism
#140C17,1885097,20,12,23,58.59,Neoclassicism
#634B31,1009192,99,75,49,31.37,Neoclassicism
#FDC89C,206004,253,200,156,6.4,Neoclassicism
#9B4524,116977,155,69,36,3.64,Neoclassicism
#040005,662685,4,0,5,48.66,Neoclassicism
#7D6F6E,449800,125,111,110,33.03,Neoclassicism
#634718,232961,99,71,24,17.11,Neoclassicism
#FFFDDC,16397,255,253,220,1.2,Neoclassicism
#121210,111077,18,18,16,77.49,Neoclassicism
#63502F,25805,99,80,47,18.0,Neoclassicism
#CFBA85,3703,207,186,133,2.58,Neoclassicism
#FFFFFD,2763,255,255,253,1.93,Neoclassicism
#000000,322200,0,0,0,72.34,Neoclassicism
#F6F4CE,67677,246,244,206,15.2,Neoclassicism
#A1100D,29705,161,16,13,6.67,Neoclassicism
#4F0E16,25784,79,14,22,5.79,Neoclassicism
