hex_code,occurence,R,G,B,percent,Movement
#A18150,196679,161,129,80,3.5,Early-Renaissance
#E87F52,9184,232,127,82,0.16,Early-Renaissance
#F2D55F,8808,242,213,95,0.16,Early-Renaissance
#6FA486,5398,111,164,134,0.1,Early-Renaissance
#E9A250,591908,233,162,80,28.91,Early-Renaissance
#F0FAFB,570125,240,250,251,27.84,Early-Renaissance
#5A4335,442763,90,67,53,21.62,Early-Renaissance
#030504,349745,3,5,4,17.08,Early-Renaissance
#CE4235,79825,206,66,53,3.9,Early-Renaissance
#A58D61,10322,165,141,97,0.5,Early-Renaissance
#F4E29A,2657,244,226,154,0.13,Early-Renaissance
#894A14,168,137,74,20,0.01,Early-Renaissance
#E5CDA9,558226,229,205,169,58.2,Early-Renaissance
#A34D34,272562,163,77,52,28.42,Early-Renaissance
#624839,70037,98,72,57,7.3,Early-Renaissance
#040402,57282,4,4,2,5.97,Early-Renaissance
#D3994F,1079,211,153,79,0.11,Early-Renaissance
#EADDCA,4801841,234,221,202,55.4,Early-Renaissance
#7E7D69,2262402,126,125,105,26.1,Early-Renaissance
#232323,1368084,35,35,35,15.78,Early-Renaissance
#C7674F,235152,199,103,79,2.71,Early-Renaissance
#7A7154,520849,122,113,84,91.91,Early-Renaissance
#FFFFEC,39603,255,255,236,6.99,Early-Renaissance
#D8AE74,6230,216,174,116,1.1,Early-Renaissance
#B66343,34,182,99,67,0.01,Early-Renaissance
#1D1F1E,446367,29,31,30,87.87,Early-Renaissance
#F9DF94,24353,249,223,148,4.79,Early-Renaissance
#6E3635,23544,110,54,53,4.63,Early-Renaissance
#DC7952,13587,220,121,82,2.67,Early-Renaissance
#6B6F6E,155,107,111,110,0.03,Early-Renaissance
#77783E,2275832,119,120,62,64.57,Early-Renaissance
#D0D2CF,1063134,208,210,207,30.16,Early-Renaissance
#DAC687,109827,218,198,135,3.12,Early-Renaissance
#23241E,74888,35,36,30,2.12,Early-Renaissance
#7E7A79,1074,126,122,121,0.03,Early-Renaissance
#775C2F,514218,119,92,47,54.07,Early-Renaissance
#180000,224080,24,0,0,23.56,Early-Renaissance
#FBF9FC,104294,251,249,252,10.97,Early-Renaissance
#4E5357,58710,78,83,87,6.17,Early-Renaissance
#D1B47C,46158,209,180,124,4.85,Early-Renaissance
#718D42,1718,113,141,66,0.18,Early-Renaissance
#4F1200,1541,79,18,0,0.16,Early-Renaissance
#B098A5,183,176,152,165,0.02,Early-Renaissance
#192A00,66,25,42,0,0.01,Early-Renaissance
#D6B872,231541,214,184,114,46.22,Early-Renaissance
#422E00,158625,66,46,0,31.66,Early-Renaissance
#727558,47880,114,117,88,9.56,Early-Renaissance
#040000,39476,4,0,0,7.88,Early-Renaissance
#8E5700,18792,142,87,0,3.75,Early-Renaissance
#FFFFD8,4018,255,255,216,0.8,Early-Renaissance
#C0ADC3,531,192,173,195,0.11,Early-Renaissance
#657513,61,101,117,19,0.01,Early-Renaissance
#731500,51,115,21,0,0.01,Early-Renaissance
#3A3839,1506111,58,56,57,59.62,Early-Renaissance
#95908C,743075,149,144,140,29.42,Early-Renaissance
#732C2A,239534,115,44,42,9.48,Early-Renaissance
#B27D51,37326,178,125,81,1.48,Early-Renaissance
#131217,345060,19,18,23,50.01,Early-Renaissance
#E2A972,204474,226,169,114,29.64,Early-Renaissance
#712B2B,109045,113,43,43,15.81,Early-Renaissance
#5D5A61,30669,93,90,97,4.45,Early-Renaissance
#C3B1AF,623,195,177,175,0.09,Early-Renaissance
#C55C3F,40,197,92,63,0.01,Early-Renaissance
#521E4C,5,82,30,76,0.0,Early-Renaissance
#775620,2,119,86,32,0.0,Early-Renaissance
#56514B,418805,86,81,75,78.47,Early-Renaissance
#B59E7F,112971,181,158,127,21.17,Early-Renaissance
#FFFFF8,1943,255,255,248,0.36,Early-Renaissance
#161010,429410,22,16,16,50.15,Early-Renaissance
#745A43,355934,116,90,67,41.57,Early-Renaissance
#C7A26E,58937,199,162,110,6.88,Early-Renaissance
#EBDED5,6332,235,222,213,0.74,Early-Renaissance
#BD493A,5297,189,73,58,0.62,Early-Renaissance
#6C6B8A,303,108,107,138,0.04,Early-Renaissance
#46463C,499501,70,70,60,55.18,Early-Renaissance
#979272,379173,151,146,114,41.89,Early-Renaissance
#FFFEDF,22803,255,254,223,2.52,Early-Renaissance
#86462A,3716,134,70,42,0.41,Early-Renaissance
#211732,21,33,23,50,0.0,Early-Renaissance
#756653,401163,117,102,83,74.33,Early-Renaissance
#DCC29F,124017,220,194,159,22.98,Early-Renaissance
#C98242,10181,201,130,66,1.89,Early-Renaissance
#2A1F1D,3928,42,31,29,0.73,Early-Renaissance
#6D2A21,401,109,42,33,0.07,Early-Renaissance
#B98E6C,1624494,185,142,108,51.24,Early-Renaissance
#272322,1531932,39,35,34,48.32,Early-Renaissance
#743E32,12318,116,62,50,0.39,Early-Renaissance
#E6D8CF,1388,230,216,207,0.04,Early-Renaissance
#807480,7,128,116,128,0.0,Early-Renaissance
#E9E8EE,61697,233,232,238,31.89,Early-Renaissance
#D2A882,48491,210,168,130,25.06,Early-Renaissance
#0B0B0B,42048,11,11,11,21.73,Early-Renaissance
#535059,22889,83,80,89,11.83,Early-Renaissance
#7B4B23,17506,123,75,35,9.05,Early-Renaissance
#CB5644,866,203,86,68,0.45,Early-Renaissance
#141613,4034250,20,22,19,43.09,Early-Renaissance
#FFFFFF,2656911,255,255,255,28.38,Early-Renaissance
#705327,1597588,112,83,39,17.07,Early-Renaissance
#A5351D,675593,165,53,29,7.22,Early-Renaissance
#96ACBA,307062,150,172,186,3.28,Early-Renaissance
#C49742,69643,196,151,66,0.74,Early-Renaissance
#435966,17894,67,89,102,0.19,Early-Renaissance
#561B1D,1756,86,27,29,0.02,Early-Renaissance
#CC8875,983,204,136,117,0.01,Early-Renaissance
#000005,556073,0,0,5,42.02,Early-Renaissance
#4B4F5B,458243,75,79,91,34.63,Early-Renaissance
#F1F2F4,189978,241,242,244,14.36,Early-Renaissance
#A19891,82903,161,152,145,6.26,Early-Renaissance
#C55D42,25037,197,93,66,1.89,Early-Renaissance
#6E2D33,7269,110,45,51,0.55,Early-Renaissance
#C2985C,2754,194,152,92,0.21,Early-Renaissance
#8399CA,1012,131,153,202,0.08,Early-Renaissance
#645129,22,100,81,41,0.0,Early-Renaissance
#B8B081,872479,184,176,129,70.37,Early-Renaissance
#4A361E,346564,74,54,30,27.95,Early-Renaissance
#B3832F,17268,179,131,47,1.39,Early-Renaissance
#873819,3547,135,56,25,0.29,Early-Renaissance
#D3C6BD,660533,211,198,189,58.09,Early-Renaissance
#080806,214977,8,8,6,18.91,Early-Renaissance
#645343,206144,100,83,67,18.13,Early-Renaissance
#7280A7,48146,114,128,167,4.23,Early-Renaissance
#C37254,6876,195,114,84,0.6,Early-Renaissance
#ECCA80,217,236,202,128,0.02,Early-Renaissance
#6B2219,106,107,34,25,0.01,Early-Renaissance
#040000,9064885,4,0,0,36.31,Early-Renaissance
#806B3E,7543684,128,107,62,30.21,Early-Renaissance
#B5B8BF,5292766,181,184,191,21.2,Early-Renaissance
#862009,2264965,134,32,9,9.07,Early-Renaissance
#4C4C56,686956,76,76,86,2.75,Early-Renaissance
#9A5661,70025,154,86,97,0.28,Early-Renaissance
#442000,34908,68,32,0,0.14,Early-Renaissance
#C78B35,9569,199,139,53,0.04,Early-Renaissance
#D8C492,625,216,196,146,0.0,Early-Renaissance
#563931,2932831,86,57,49,85.34,Early-Renaissance
#A28C7F,502190,162,140,127,14.61,Early-Renaissance
#A97239,1730,169,114,57,0.05,Early-Renaissance
#0B100C,909598,11,16,12,40.73,Early-Renaissance
#545649,875627,84,86,73,39.21,Early-Renaissance
#7F3C1F,290298,127,60,31,13.0,Early-Renaissance
#A99A6F,140680,169,154,111,6.3,Early-Renaissance
#E0BBC3,8272,224,187,195,0.37,Early-Renaissance
#E08A59,5609,224,138,89,0.25,Early-Renaissance
#7393A8,2663,115,147,168,0.12,Early-Renaissance
#26466C,245,38,70,108,0.01,Early-Renaissance
#423C3C,712466,66,60,60,66.5,Early-Renaissance
#858771,305745,133,135,113,28.54,Early-Renaissance
#875232,34141,135,82,50,3.19,Early-Renaissance
#DFE3CC,19099,223,227,204,1.78,Early-Renaissance
#040404,418819,4,4,4,63.89,Early-Renaissance
#A0783B,125060,160,120,59,19.08,Early-Renaissance
#451507,110224,69,21,7,16.81,Early-Renaissance
#7A7974,1055,122,121,116,0.16,Early-Renaissance
#E0BA4B,376,224,186,75,0.06,Early-Renaissance
#853301,46,133,51,1,0.01,Early-Renaissance
#F9F7FA,447724,249,247,250,36.51,Early-Renaissance
#AA9D94,443653,170,157,148,36.18,Early-Renaissance
#6B5933,299108,107,89,51,24.39,Early-Renaissance
#0A0406,33883,10,4,6,2.76,Early-Renaissance
#BF9E59,1640,191,158,89,0.13,Early-Renaissance
#4A4E59,389,74,78,89,0.03,Early-Renaissance
#C4AD8B,1490087,196,173,139,36.59,Early-Renaissance
#272324,1216059,39,35,36,29.86,Early-Renaissance
#FDFDFD,1046932,253,253,253,25.71,Early-Renaissance
#B66459,313610,182,100,89,7.7,Early-Renaissance
#6F6977,5518,111,105,119,0.14,Early-Renaissance
#695530,58,105,85,48,0.0,Early-Renaissance
#F0E2D9,815455,240,226,217,67.42,Early-Renaissance
#708272,214928,112,130,114,17.77,Early-Renaissance
#010A07,104216,1,10,7,8.62,Early-Renaissance
#C3785B,64974,195,120,91,5.37,Early-Renaissance
#5E3C33,9838,94,60,51,0.81,Early-Renaissance
#E5C77F,182,229,199,127,0.02,Early-Renaissance
#656184,4,101,97,132,0.0,Early-Renaissance
#703726,464594,112,55,38,39.17,Early-Renaissance
#06030A,365884,6,3,10,30.85,Early-Renaissance
#FFFFFF,294076,255,255,255,24.8,Early-Renaissance
#CD905A,33039,205,144,90,2.79,Early-Renaissance
#B3342B,24244,179,52,43,2.04,Early-Renaissance
#93929A,3225,147,146,154,0.27,Early-Renaissance
#444766,652,68,71,102,0.05,Early-Renaissance
#FFEBAC,176,255,235,172,0.01,Early-Renaissance
#273E21,64,39,62,33,0.01,Early-Renaissance
#FFFFFF,374252,255,255,255,33.3,Early-Renaissance
#4F1E1A,352769,79,30,26,31.39,Early-Renaissance
#030104,237297,3,1,4,21.11,Early-Renaissance
#B0382A,94513,176,56,42,8.41,Early-Renaissance
#A87055,63556,168,112,85,5.65,Early-Renaissance
#737478,1130,115,116,120,0.1,Early-Renaissance
#FFC599,397,255,197,153,0.04,Early-Renaissance
#444114,58,68,65,20,0.01,Early-Renaissance
#898428,18,137,132,40,0.0,Early-Renaissance
#675F48,540234,103,95,72,62.16,Early-Renaissance
#D9C3B5,194894,217,195,181,22.42,Early-Renaissance
#12110C,128817,18,17,12,14.82,Early-Renaissance
#BF7F5B,5052,191,127,91,0.58,Early-Renaissance
#F4644A,106,244,100,74,0.01,Early-Renaissance
#7C8BA0,17,124,139,160,0.0,Early-Renaissance
#020202,563148,2,2,2,60.52,Early-Renaissance
#5F5742,299122,95,87,66,32.14,Early-Renaissance
#D29D51,52970,210,157,81,5.69,Early-Renaissance
#F1EBC9,12206,241,235,201,1.31,Early-Renaissance
#934E2D,2513,147,78,45,0.27,Early-Renaissance
#9B9BA3,594,155,155,163,0.06,Early-Renaissance
#3E4360,34,62,67,96,0.0,Early-Renaissance
#6E8364,944723,110,131,100,55.34,Early-Renaissance
#060E11,607050,6,14,17,35.56,Early-Renaissance
#553C26,75951,85,60,38,4.45,Early-Renaissance
#E4C8B3,70304,228,200,179,4.12,Early-Renaissance
#A7753A,9027,167,117,58,0.53,Early-Renaissance
#993C34,143,153,60,52,0.01,Early-Renaissance
#BBAB92,515883,187,171,146,52.71,Early-Renaissance
#1E1613,380864,30,22,19,38.92,Early-Renaissance
#6C5742,58026,108,87,66,5.93,Early-Renaissance
#C7634B,23832,199,99,75,2.44,Early-Renaissance
#5A1A00,63,90,26,0,0.01,Early-Renaissance
#19171A,4320129,25,23,26,46.68,Early-Renaissance
#73402F,2766439,115,64,47,29.89,Early-Renaissance
#A6AFCE,1510529,166,175,206,16.32,Early-Renaissance
#C17C43,552761,193,124,67,5.97,Early-Renaissance
#A38E79,79022,163,142,121,0.85,Early-Renaissance
#5569A4,24237,85,105,164,0.26,Early-Renaissance
#B8392A,963,184,57,42,0.01,Early-Renaissance
#E8CB85,217,232,203,133,0.0,Early-Renaissance
#445430,13,68,84,48,0.0,Early-Renaissance
#892523,85928,137,37,35,29.43,Early-Renaissance
#14171C,66132,20,23,28,22.65,Early-Renaissance
#CBAB78,63619,203,171,120,21.79,Early-Renaissance
#00336C,50468,0,51,108,17.29,Early-Renaissance
#517BA3,13190,81,123,163,4.52,Early-Renaissance
#815623,10786,129,86,35,3.69,Early-Renaissance
#ACBFC6,1610,172,191,198,0.55,Early-Renaissance
#495E4F,227,73,94,79,0.08,Early-Renaissance
#010302,296227,1,3,2,43.89,Early-Renaissance
#D6970A,212325,214,151,10,31.46,Early-Renaissance
#AF8C4C,82038,175,140,76,12.16,Early-Renaissance
#4E1408,73531,78,20,8,10.9,Early-Renaissance
#994809,9948,153,72,9,1.47,Early-Renaissance
#615338,786,97,83,56,0.12,Early-Renaissance
#110B0B,669959,17,11,11,71.15,Early-Renaissance
#5D3E2A,149660,93,62,42,15.89,Early-Renaissance
#C29F79,121487,194,159,121,12.9,Early-Renaissance
#EEEAE7,490,238,234,231,0.05,Early-Renaissance
#584E42,256165,88,78,66,32.71,Early-Renaissance
#0A0A08,224311,10,10,8,28.64,Early-Renaissance
#F8F3ED,140211,248,243,237,17.9,Early-Renaissance
#3D395E,102125,61,57,94,13.04,Early-Renaissance
#C4A382,36392,196,163,130,4.65,Early-Renaissance
#A6A0BA,18166,166,160,186,2.32,Early-Renaissance
#883934,5778,136,57,52,0.74,Early-Renaissance
#24231E,62345,36,35,30,36.05,Early-Renaissance
#8B1C22,47039,139,28,34,27.2,Early-Renaissance
#80AFB5,41021,128,175,181,23.72,Early-Renaissance
#8E664C,15508,142,102,76,8.97,Early-Renaissance
#EDECCE,5782,237,236,206,3.34,Early-Renaissance
#EE4B38,578,238,75,56,0.33,Early-Renaissance
#565D7A,515,86,93,122,0.3,Early-Renaissance
#B9A256,79,185,162,86,0.05,Early-Renaissance
#632743,78,99,39,67,0.05,Early-Renaissance
#121210,2669774,18,18,16,50.86,Early-Renaissance
#E9E4BC,1116431,233,228,188,21.27,Early-Renaissance
#E0C365,637080,224,195,101,12.14,Early-Renaissance
#98A7AA,438769,152,167,170,8.36,Early-Renaissance
#8D6F39,321710,141,111,57,6.13,Early-Renaissance
#445765,65611,68,87,101,1.25,Early-Renaissance
#384E2A,18,56,78,42,0.0,Early-Renaissance
#895B1F,142508,137,91,31,30.98,Early-Renaissance
#251716,141881,37,23,22,30.84,Early-Renaissance
#FCFDC4,88227,252,253,196,19.18,Early-Renaissance
#ABB6C8,45773,171,182,200,9.95,Early-Renaissance
#BCA940,26970,188,169,64,5.86,Early-Renaissance
#594B6C,10377,89,75,108,2.26,Early-Renaissance
#655FD9,3416,101,95,217,0.74,Early-Renaissance
#AAA27B,582,170,162,123,0.13,Early-Renaissance
#323500,258,50,53,0,0.06,Early-Renaissance
#0E0C0D,487353,14,12,13,47.84,Early-Renaissance
#958564,485298,149,133,100,47.64,Early-Renaissance
#57351C,45318,87,53,28,4.45,Early-Renaissance
#9C3E1C,413,156,62,28,0.04,Early-Renaissance
#F9CF9D,371,249,207,157,0.04,Early-Renaissance
#B1791C,188217,177,121,28,32.01,Early-Renaissance
#79503A,176305,121,80,58,29.98,Early-Renaissance
#E8EBD6,116878,232,235,214,19.88,Early-Renaissance
#253C34,94858,37,60,52,16.13,Early-Renaissance
#E0CD6E,11151,224,205,110,1.9,Early-Renaissance
#8E9667,391,142,150,103,0.07,Early-Renaissance
#852A00,125,133,42,0,0.02,Early-Renaissance
#250000,43,37,0,0,0.01,Early-Renaissance
#FFAF87,43,255,175,135,0.01,Early-Renaissance
