hex_code,occurence,R,G,B,percent,Movement
#12110C,11239200,18,17,12,80.45,Rococo
#D8C7AB,10449351,216,199,171,76.12,Rococo
#111111,9049228,17,17,17,69.31,Rococo
#2D2D2D,5412130,45,45,45,66.96,Rococo
#DED6BF,5203941,222,214,191,68.08,Rococo
#48292E,5150767,72,41,46,88.93,Rococo
#151515,4457159,63,63,63,173.64,Rococo
#D7BFA3,4318136,215,191,163,71.38,Rococo
#523726,3937919,82,55,38,76.3,Rococo
#231910,3391294,35,25,16,39.41,Rococo
