hex_code,occurence,R,G,B,percent,Movement
#020003,43305725,2,0,3,80.06,Baroque
#232323,40467542,420,420,420,814.4399999999999,Baroque
#070304,7348937,14,6,8,126.31,Baroque
#222629,6220307,34,38,41,86.26,Baroque
#131313,5735015,19,19,19,63.78,Baroque
#B5AC8D,5244081,181,172,141,60.99,Baroque
#686868,5225180,104,104,104,40.27,Baroque
#202020,5161229,32,32,32,87.58,Baroque
#262223,5012363,76,68,70,166.38,Baroque
#47110F,4979969,71,17,15,9.21,Baroque
